kumu_id,from,to,label,type,subtype,weight_num,strength,directionality,formality,view_family,confidence,period,description,source_url
mention_prs_msg_44de9b8869,org_msg_time_putina,prs_msg_44de9b8869,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,2,средняя,однонаправленная,полуформальная,mentions,средняя,2023,Количество упоминаний: 2. Пример: Апрель 2026. Ротационный модерн грозит виселицей - 1 . Отставки губернаторов Белгородской области Вячеслава Гладкова и Брянской — Александра Богомаза в административной логике должны обязательно привести к уголовным делам и арестам губернаторов. Нет ,messages.html
mention_prs_msg_44e85ab3ef,org_msg_time_putina,prs_msg_44e85ab3ef,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,6,средняя,однонаправленная,полуформальная,mentions,средняя,2023,"Количество упоминаний: 6. Пример: Май. Варианты невозможного. 1 . История с формированием правительства обрастает множеством слухов и фрагментов. Еще в прошлом году, политический класс активно обсуждал варианты серьезного перехвата власти на фоне подавления пригожинского мятежа. Воен",messages.html
mention_prs_msg_46c556c4bf,org_msg_time_putina,prs_msg_46c556c4bf,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,2,средняя,однонаправленная,полуформальная,mentions,средняя,2023,"Количество упоминаний: 2. Пример: Август Путина. 3.1. Вся биография Путина позволяет утверждать, что он слишком легко расстается с друзьями и союзниками, когда того требует ситуация. Сильная сторона Путина в его рацио,он уступает сильной стороне и легко забывает о своих друзьях, объя",messages.html
mention_prs_msg_4c62670a63,org_msg_time_putina,prs_msg_4c62670a63,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,5,средняя,однонаправленная,полуформальная,mentions,средняя,2023,"Количество упоминаний: 5. Пример: Сентябрь Путина. Проверка выборами. 4 . Традиционная системная оппозиция продолжает растрачивать свою и так слабую репутацию и административный вес. Геннадий Зюганов напрямую работает с главой АП Вайно,Громовым,Яриным, Чемезовым,Совбезом Патрушева и ",messages.html
mention_prs_msg_57d32a41ad,org_msg_time_putina,prs_msg_57d32a41ad,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,10,средняя,однонаправленная,полуформальная,mentions,средняя,2023,"Количество упоминаний: 10. Пример: Август Путина. 1.1. Элиты к 2021 году, сразу после коронавируса, отчетливо поняли всю бесперспективность будущего путинского политического режима. У путинской системы больше не оказалось варианта будущего. И это ввело всю элиту буквально в ступор. Пу",messages.html
mention_prs_msg_621abe278c,org_msg_time_putina,prs_msg_621abe278c,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,1,средняя,однонаправленная,полуформальная,mentions,средняя,2023,Количество упоминаний: 1. Пример: Октябрь Путина. Недооппозиция режима. 2 . Политическую субъектность могли бы представлять Ходорковский или ФБК. Но каждый имеет огромный антирейтинг и не транспарентную историю. Структура Навального ФБК  финансируется через  гранты немецких федеральн,messages.html
mention_prs_msg_637f67c1c8,org_msg_time_putina,prs_msg_637f67c1c8,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,1,средняя,однонаправленная,полуформальная,mentions,средняя,2023,Количество упоминаний: 1. Пример: Октябрь Путина. Недооппозиция режима. 2 . Политическую субъектность могли бы представлять Ходорковский или ФБК. Но каждый имеет огромный антирейтинг и не транспарентную историю. Структура Навального ФБК  финансируется через  гранты немецких федеральн,messages.html
mention_prs_msg_65ea5e5fa2,org_msg_time_putina,prs_msg_65ea5e5fa2,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,1,средняя,однонаправленная,полуформальная,mentions,средняя,2023,"Количество упоминаний: 1. Пример: Октябрь Путина. Конфигурация. Вокруг Путина активно складывается новая конфигурация власти. По многочисленным слухам, с августа Путин активно изучает многочисленные досье, проводит десятки встреч, едет в регионы и встречается с главами регионов, чино",messages.html
mention_prs_msg_664ff9c707,org_msg_time_putina,prs_msg_664ff9c707,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,1,средняя,однонаправленная,полуформальная,mentions,средняя,2023,"Количество упоминаний: 1. Пример: Август Путина. 3.1. Вся биография Путина позволяет утверждать, что он слишком легко расстается с друзьями и союзниками, когда того требует ситуация. Сильная сторона Путина в его рацио,он уступает сильной стороне и легко забывает о своих друзьях, объя",messages.html
mention_prs_msg_6a70bd3d55,org_msg_time_putina,prs_msg_6a70bd3d55,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,2,средняя,однонаправленная,полуформальная,mentions,средняя,2023,"Количество упоминаний: 2. Пример: Октябрь Путина. Недооппозиция режима.  1. Российская политическая оппозиция за рубежом всего лишь мистификация режима Путина. Откажись Кремль от публичного преследования «русской оппозиции» в виде статуса иноагента и уголовных дел за дискредитацию, с",messages.html
mention_prs_msg_6b22c9f90a,org_msg_time_putina,prs_msg_6b22c9f90a,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,1,средняя,однонаправленная,полуформальная,mentions,средняя,2023,Количество упоминаний: 1. Пример: Октябрь Путина. Недооппозиция режима. 2 . Политическую субъектность могли бы представлять Ходорковский или ФБК. Но каждый имеет огромный антирейтинг и не транспарентную историю. Структура Навального ФБК  финансируется через  гранты немецких федеральн,messages.html
mention_prs_msg_6d83dd94ab,org_msg_time_putina,prs_msg_6d83dd94ab,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,2,средняя,однонаправленная,полуформальная,mentions,средняя,2023,"Количество упоминаний: 2. Пример: Октябрь Путина.  Человек из команды Шойгу. Когда спрашивают- а кто мог бы пойти от команды Шойгу в президенты, всегда следует молчание- и людей много, и нет никого. Но неожиданное назначение вице-премьера Подмосковья Георгия Филимонова губернатором В",messages.html
mention_prs_msg_77523e0fa4,org_msg_time_putina,prs_msg_77523e0fa4,упоминание в сообщениях,упоминание_источником,агрегированное упоминание,2,средняя,однонаправленная,полуформальная,mentions,средняя,2023,"Количество упоминаний: 2. Пример: Сентябрь Путина. Проверка выборами. 4 . Традиционная системная оппозиция продолжает растрачивать свою и так слабую репутацию и административный вес. Геннадий Зюганов напрямую работает с главой АП Вайно,Громовым,Яриным, Чемезовым,Совбезом Патрушева и ",messages.html
